,gi,gj,known
1377,NOTCH4,PSEN2,True
1378,NOTCH4,TCEB1,True
1379,NR2F1,BCL11B,True
1380,NR2F2,BCL11B,True
1381,NR4A1,TCF4,True
1382,NRG1,ADAM19,True
1383,NRG1,IKZF4,True
1384,NRG1,LIMK1,True
1385,NRGN,PRKCA,True
1386,NRGN,PRKCB,True
1387,NRGN,PRKCG,True
1388,NUF2,DTNBP1,True
1389,NUP160,DISC1,True
1390,OGT,SNAP91,True
1391,OLFM1,DISC1,True
1392,ORC4,TCF4,True
1393,PAFAH1B1,DISC1,True
1394,PAK6,RHOJ,True
1395,PARK2,TCF4,True
1396,PARN,MPP6,True
1397,PARP1,TCF4,True
1398,PCNT,DISC1,True
1399,PDE4B,DISC1,True
1400,PDPK1,AKT3,True
1401,PGK1,DISC1,True
1402,PHC2,PPP1R16B,True
1403,PIAS1,SATB2,True
1404,PIN1,TCF4,True
1405,PLCG1,PRKD1,True
1406,PLCG1,SNAP91,True
1407,PLCG2,PRKD1,True
1408,POLB,SRPK2,True
1409,POU2F1,TNF,True
1410,PPARD,SHMT2,True
1411,PPIA,SRPK2,True
1412,PPIA,TCF4,True
1413,PPM1E,DISC1,True
1414,PPP1CC,SMG6,True
1415,PPP1R16B,CDCA7L,True
1416,PPP1R16B,CEP55,True
1417,PPP1R16B,CEP70,True
1418,PPP1R16B,FAM208B,True
1419,PPP1R16B,KCTD9,True
1420,PPP3CC,CABIN1,True
1421,PPP3CC,HAX1,True
1422,PPP3CC,ITPKC,True
1423,PPP3CC,SDC2,True
1424,PPP3CC,TGFBR1,True
1425,PPP3CC,THAP7,True
1426,PPP4R1,DISC1,True
1427,PPP5C,DISC1,True
1428,PRKAA1,SRPK2,True
1429,PRKAA2,TCF4,True
1430,PRKAB2,TCF4,True
1431,PRKCD,AKT3,True
1432,PRKCE,PRKD1,True
1433,PRKCH,PRKD1,True
1434,PRKCZ,AKT3,True
1435,PRKD1,ADAP1,True
1436,PRKD1,AKAP13,True
1437,PRKD1,COPS2,True
1438,PRKD1,COPS5,True
1439,PRKD1,COPS7A,True
1440,PRKD1,GNB2L1,True
1441,PRKD1,HDAC5,True
1442,PRKD1,HDAC7,True
1443,PRKD1,IBTK,True
1444,PRKD1,KIDINS220,True
1445,PRKD1,MAPK8,True
1446,PRKD1,MAPK9,True
1447,PRKD1,PPP1R14A,True
1448,PRKD1,SRC,True
1449,PRKD1,SYK,True
1450,PRKD1,TP53,True
1451,PRKD1,YWHAQ,True
1452,PRKD1,YWHAZ,True
1453,PRRG2,FATE1,True
1454,PRTN3,TNF,True
1455,PSEN1,TCF4,True
1456,PSMA1,MAD1L1,True
1457,PSMA1,TCF4,True
1458,PSMA3,SRPK2,True
1459,PSME3,DTNBP1,True
1460,PTAFR,RGS4,True
1461,PTBP1,SRPK2,True
1462,PTGER3,TCF4,True
1463,PTGIS,PTGS1,True
1464,PTGIS,PTGS2,True
1465,PTK2B,GRIN2A,True
1466,RAB11A,DTNBP1,True
1467,RAB3IL1,SATB2,True
1468,RABGAP1,DISC1,True
1469,RABIF,TCF4,True
1470,RAD21,DISC1,True
1471,RAD21,STAG1,True
1472,RANBP9,DISC1,True
1473,RASSF7,DISC1,True
1474,RBBP4,BCL11B,True
1475,RBBP7,BCL11B,True
1476,RBM12,GIGYF2,True
1477,RBPJ,NOTCH4,True
1478,RBSN,DTNBP1,True
1479,RCBTB2,CUL3,True
1480,RELA,TCF4,True
1481,RERE,ALG13,True
1482,RERE,ATN1,True
1483,RERE,CBFA2T2,True
1484,RERE,ECM1,True
1485,RERE,EFEMP1,True
1486,RERE,EFEMP2,True
1487,RERE,EHMT2,True
1488,RERE,HIST2H3C,True
1489,RERE,KAT6A,True
1490,RERE,KRTAP4-12,True
1491,RERE,LZTR1,True
1492,RERE,NR2E1,True
1493,RERE,PLSCR1,True
1494,RERE,PRRC2A,True
1495,RERE,PRRC2B,True
1496,RERE,PSMA3,True
1497,RERE,RBFOX2,True
1498,RERE,TRIM22,True
1499,RERE,TRIP6,True
1500,RERE,ZMYND8,True
1501,RGS4,COPB2,True
1502,RGS4,PLCB1,True
1503,RGS6,DMAP1,True
1504,RGS6,GNB5,True
1505,RGS6,STMN2,True
1506,RIT1,CUL3,True
1507,RIT1,SRPK2,True
1508,RIT2,SRPK2,True
1509,RNF2,AMBRA1,True
1510,RNF4,SRPK2,True
1511,RNF4,TCF20,True
1512,RPL22,SRPK2,True
1513,RPL41,SRPK2,True
1514,RPS20,MPP6,True
1515,RQCD1,GIGYF2,True
1516,RUNX1T1,TCF4,True
1517,SDCBP,DTNBP1,True
1518,SEMA3B,PAK6,True
1519,SF3B4,PPP1R16B,True
1520,SH3BP5,DISC1,True
1521,SHMT2,ARL6IP1,True
1522,SHMT2,CMTM5,True
1523,SHMT2,NDRG1,True
1524,SIGLEC6,TCF4,True
1525,SKIV2L2,MPP6,True
1526,SLC6A3,GNB2L1,True
1527,SLC6A3,PICK1,True
1528,SLC6A3,SNCA,True
1529,SLC6A3,SNTA1,True
1530,SLC6A3,STX1A,True
1531,SLC6A3,TGFB1I1,True
1532,SLC6A4,STX1A,True
1533,SMAD1,TCF20,True
1534,SMAD2,NOTCH4,True
1535,SMAD2,STAG1,True
1536,SMAD3,NOTCH4,True
1537,SMAD4,NOTCH4,True
1538,SMAD9,STAG1,True
1539,SMARCA4,MPP6,True
1540,SMARCE1,DISC1,True
1541,SMC2,DISC1,True
1542,SMC3,DISC1,True
1543,SMCP,TCF4,True
1544,SMG6,SMG5,True
1545,SNAP91,NECAP1,True
1546,SNAP91,TRAF3IP1,True
1547,SNAP91,TUBA1B,True
1548,SNAPIN,DTNBP1,True
1549,SNRNP70,SRPK2,True
1550,SNRPB,GIGYF2,True
1551,SNX2,PAK6,True
1552,SNX9,MPP6,True
1553,SP1,BCL11B,True
1554,SPAG8,KDM3B,True
1555,SPARCL1,DISC1,True
1556,SPP1,ZNF804A,True
1557,SPTAN1,DISC1,True
1558,SPTBN1,DISC1,True
1559,SRGAP2,DISC1,True
1560,SRGAP3,DISC1,True
1561,SRGAP3,DTNBP1,True
1562,SRI,SRPK2,True
1563,SRPK2,MAR10,True
1564,SRPK2,ACIN1,True
1565,SRPK2,ADGRG5,True
1566,SRPK2,AHCYL1,True
1567,SRPK2,ALKBH3,True
1568,SRPK2,AMMECR1L,True
1569,SRPK2,APOBEC3C,True
1570,SRPK2,ARGLU1,True
1571,SRPK2,ARHGAP12,True
1572,SRPK2,ARL6IP4,True
1573,SRPK2,ARPC1B,True
1574,SRPK2,ATAT1,True
1575,SRPK2,AURKA,True
1576,SRPK2,BAIAP2,True
1577,SRPK2,BRD3,True
1578,SRPK2,C16orf78,True
1579,SRPK2,C17orf85,True
1580,SRPK2,C18orf25,True
1581,SRPK2,C1orf35,True
1582,SRPK2,C4orf46,True
1583,SRPK2,CACNG2,True
1584,SRPK2,CAND1,True
1585,SRPK2,CASK,True
1586,SRPK2,CBLN4,True
1587,SRPK2,CBX5,True
1588,SRPK2,CCDC28A,True
1589,SRPK2,CCDC97,True
1590,SRPK2,CCM2,True
1591,SRPK2,CDC42EP4,True
1592,SRPK2,CHERP,True
1593,SRPK2,CHTOP,True
1594,SRPK2,CLDN19,True
1595,SRPK2,CSAG1,True
1596,SRPK2,CTNNBL1,True
1597,SRPK2,DAW1,True
1598,SRPK2,DBF4B,True
1599,SRPK2,DDX21,True
1600,SRPK2,DDX46,True
1601,SRPK2,DNAJC8,True
1602,SRPK2,DRAP1,True
1603,SRPK2,EGLN2,True
1604,SRPK2,EIF1AY,True
1605,SRPK2,ENOX2,True
1606,SRPK2,EPB41L4A,True
1607,SRPK2,EPS8L3,True
1608,SRPK2,EVI5L,True
1609,SRPK2,FAM76B,True
1610,SRPK2,FAM90A1,True
1611,SRPK2,FXR2,True
1612,SRPK2,GABARAP,True
1613,SRPK2,GABARAPL1,True
1614,SRPK2,HBS1L,True
1615,SRPK2,HIRIP3,True
1616,SRPK2,HMGN3,True
1617,SRPK2,HOMER3,True
1618,SRPK2,IFIT5,True
1619,SRPK2,LCA5,True
1620,SRPK2,LCE3D,True
1621,SRPK2,LRRN4CL,True
1622,SRPK2,LUC7L,True
1623,SRPK2,LUC7L2,True
1624,SRPK2,LUC7L3,True
1625,SRPK2,LUZP4,True
1626,SRPK2,MAB21L2,True
1627,SRPK2,MAPKAPK5,True
1628,SRPK2,MCOLN3,True
1629,SRPK2,MRPS6,True
1630,SRPK2,NCK2,True
1631,SRPK2,NELFE,True
1632,SRPK2,NGLY1,True
1633,SRPK2,NOP16,True
1634,SRPK2,NPM2,True
1635,SRPK2,NSMCE4A,True
1636,SRPK2,NSRP1,True
1637,SRPK2,NUP50,True
1638,SRPK2,NXT2,True
1639,SRPK2,OCEL1,True
1640,SRPK2,PABPC4,True
1641,SRPK2,PAK4,True
1642,SRPK2,PDE7B,True
1643,SRPK2,PELI1,True
1644,SRPK2,PPIL1,True
1645,SRPK2,PRPF38A,True
1646,SRPK2,PRPF40A,True
1647,SRPK2,RBM15,True
1648,SRPK2,RBM23,True
1649,SRPK2,RBM39,True
1650,SRPK2,RBM8A,True
1651,SRPK2,RNPS1,True
1652,SRPK2,RPL39L,True
1653,SRPK2,RSRC1,True
1654,SRPK2,RSRC2,True
1655,SRPK2,RSRP1,True
1656,SRPK2,RTF1,True
1657,SRPK2,RWDD2B,True
1658,SRPK2,SDR42E1,True
1659,SRPK2,SEC23B,True
1660,SRPK2,SLAIN2,True
1661,SRPK2,SNIP1,True
1662,SRPK2,SNRNP27,True
1663,SRPK2,SNRNP35,True
1664,SRPK2,SNURF,True
1665,SRPK2,SREK1,True
1666,SRPK2,SRRM1,True
1667,SRPK2,SRSF12,True
1668,SRPK2,SRSF8,True
1669,SRPK2,SRSF9,True
1670,SRPK2,STON1,True
1671,SRPK2,SUPT16H,True
1672,SRPK2,TAF7L,True
1673,SRPK2,TCOF1,True
1674,SRPK2,TDP2,True
1675,SRPK2,TLE4,True
1676,SRPK2,TNFRSF10C,True
1677,SRPK2,TNIP2,True
1678,SRPK2,TPD52,True
1679,SRPK2,TRA2A,True
1680,SRPK2,TRIM41,True
1681,SRPK2,TTN,True
1682,SRPK2,U2AF1,True
1683,SRPK2,U2AF2,True
1684,SRPK2,UBD,True
1685,SRPK2,UBE2E2,True
1686,SRPK2,VAV2,True
1687,SRPK2,VIMP,True
1688,SRPK2,VRK1,True
1689,SRPK2,WDR5,True
1690,SRPK2,YPEL2,True
1691,SRPK2,YPEL3,True
1692,SRPK2,YTHDC1,True
1693,SRPK2,YWHAB,True
1694,SRPK2,ZMAT4,True
1695,SRPK2,ZRANB2,True
1696,SRPK2,ZRSR2,True
1697,SRPK2,ZSCAN9,True
1698,SRSF1,SRPK2,True
1699,SRSF2,TCF4,True
1700,SRSF3,SRPK2,True
1701,SRSF5,SRPK2,True
1702,SRSF7,SRPK2,True
1703,STAG1,STAG2,True
1704,STAG1,WFDC5,True
1705,SUMO2,CUL3,True
1706,SUMO3,CUL3,True
1707,SUV39H1,BCL11B,True
1708,SVIL,MPHOSPH9,True
1709,SYBU,DTNBP1,True
1710,SYNE1,DISC1,True
1711,SYNE1,DTNBP1,True
1712,TADA2A,PPP1R16B,True
1713,TAL1,TCF4,True
1714,TAL2,TCF4,True
1715,TCEA2,TCF4,True
1716,TCEB1,CUL3,True
1717,TCF20,HIST2H2AC,True
1718,TCF20,HIST2H2BE,True
1719,TCF4,ARHGEF1,True
1720,TCF4,ARMC7,True
1721,TCF4,ASCL3,True
1722,TCF4,ASCL4,True
1723,TCF4,ASPSCR1,True
1724,TCF4,BCAS2,True
1725,TCF4,BZRAP1,True
1726,TCF4,C19orf66,True
1727,TCF4,C1orf109,True
1728,TCF4,C9orf171,True
1729,TCF4,CABP5,True
1730,TCF4,CCDC101,True
1731,TCF4,CDC73,True
1732,TCF4,CHAF1A,True
1733,TCF4,CHCHD2,True
1734,TCF4,CHIC2,True
1735,TCF4,DEF6,True
1736,TCF4,DGCR6,True
1737,TCF4,DMRT3,True
1738,TCF4,EFHC1,True
1739,TCF4,EIF4E2,True
1740,TCF4,EPB41L3,True
1741,TCF4,EXOSC1,True
1742,TCF4,FAM124B,True
1743,TCF4,FAM74A4,True
1744,TCF4,FERD3L,True
1745,TCF4,FLAD1,True
1746,TCF4,FRS3,True
1747,TCF4,GLRX3,True
1748,TCF4,GOLGA8EP,True
1749,TCF4,GOLGA8F,True
1750,TCF4,GORASP2,True
1751,TCF4,GTF3C5,True
1752,TCF4,GUCD1,True
1753,TCF4,HAND2,True
1754,TCF4,HAT1,True
1755,TCF4,HBP1,True
1756,TCF4,HSPB7,True
1757,TCF4,KCTD14,True
1758,TCF4,KLC3,True
1759,TCF4,KLHL32,True
1760,TCF4,LENG1,True
1761,TCF4,LGALS14,True
1762,TCF4,LMO4,True
1763,TCF4,MAD2L2,True
1764,TCF4,MAGOHB,True
1765,TCF4,MAPKBP1,True
1766,TCF4,MEMO1,True
1767,TCF4,MORN4,True
1768,TCF4,MRFAP1L1,True
1769,TCF4,MRPL10,True
1770,TCF4,MSC,True
1771,TCF4,MSRB3,True
1772,TCF4,MVP,True
1773,TCF4,NCK2,True
1774,TCF4,NDOR1,True
1775,TCF4,NEK6,True
1776,TCF4,NEK8,True
1777,TCF4,NEU4,True
1778,TCF4,NME7,True
1779,TCF4,NMUR2,True
1780,TCF4,NOL9,True
1781,TCF4,NR2C2AP,True
1782,TCF4,NUDT10,True
1783,TCF4,OSGIN1,True
1784,TCF4,OTUD4,True
1785,TCF4,PATE1,True
1786,TCF4,PBLD,True
1787,TCF4,PLEKHN1,True
1788,TCF4,POLR1A,True
1789,TCF4,POLR1C,True
1790,TCF4,PPIL1,True
1791,TCF4,PPP1R18,True
1792,TCF4,PSMG2,True
1793,TCF4,PTF1A,True
1794,TCF4,RAB41,True
1795,TCF4,RECK,True
1796,TCF4,REXO1L6P,True
1797,TCF4,RNF138,True
1798,TCF4,RSPH14,True
1799,TCF4,SCOC,True
1800,TCF4,SEC14L4,True
1801,TCF4,SLC39A13,True
1802,TCF4,SLC4A1AP,True
1803,TCF4,SMOC1,True
1804,TCF4,SPATC1L,True
1805,TCF4,SPG21,True
1806,TCF4,STAMBPL1,True
1807,TCF4,STK16,True
1808,TCF4,STX11,True
1809,TCF4,SZT2,True
1810,TCF4,TAPBPL,True
1811,TCF4,TCF3,True
1812,TCF4,TCL1A,True
1813,TCF4,TLE1,True
1814,TCF4,TMEM213,True
1815,TCF4,TP53,True
1816,TCF4,TRAPPC2L,True
1817,TCF4,TSSC4,True
1818,TCF4,TSSK3,True
1819,TCF4,TWIST1,True
1820,TCF4,TWIST2,True
1821,TCF4,TXNL4B,True
1822,TCF4,USP4,True
1823,TCF4,UTP23,True
1824,TCF4,VPS28,True
1825,TCF4,XRCC5,True
1826,TCF4,ZDHHC24,True
1827,TCF4,ZNF124,True
1828,TCF4,ZNF205-AS1,True
1829,TCF4,ZNF417,True
1830,TCF4,ZNF587,True
1831,TCL1A,AKT3,True
1832,TCP1,VRK2,True
1833,TERT,SMG6,True
1834,TFIP11,DISC1,True
1835,THOP1,MPP6,True
1836,TIAM2,DISC1,True
1837,TNF,ADAM9,True
1838,TNF,PDIK1L,True
1839,TNF,RC3H1,True
1840,TNF,RIPK1,True
1841,TNF,TNFAIP3,True
1842,TNF,TNFRSF1A,True
1843,TNF,TNFRSF1B,True
1844,TNF,TRADD,True
1845,TNF,TRAF2,True
1846,TNF,YWHAQ,True
1847,TNFAIP1,CUL3,True
1848,TNIK,DISC1,True
1849,TNKS,DISC1,True
1850,TPD52L1,PAK6,True
1851,TPM1,MAD1L1,True
1852,TPM3,MAD1L1,True
1853,TPR,MAD1L1,True
1854,TRA2B,SRPK2,True
1855,TRAF3IP1,DISC1,True
1856,TRAF3IP1,DTNBP1,True
1857,TRAF6,OTUD7B,True
1858,TRIM2,DTNBP1,True
1859,TRIM27,DTNBP1,True
1860,TRIM32,DTNBP1,True
1861,TRIO,DISC1,True
1862,TSC2,AKT3,True
1863,TSC22D3,MAD1L1,True
1864,TUBB2A,DISC1,True
1865,UBC,AMBRA1,True
1866,UBC,HCN1,True
1867,UBC,MAD1L1,True
1868,UBC,MPHOSPH9,True
1869,UBC,OTUD7B,True
1870,UBE2D1,CUL3,True
1871,UBE2D2,CUL3,True
1872,UBE2D3,AMBRA1,True
1873,UBE2E1,CUL3,True
1874,UBE2E2,CUL3,True
1875,UBE2S,OTUD7B,True
1876,UBTF,MAD1L1,True
1877,UTRN,DISC1,True
1878,VHL,DGKI,True
1879,VRK2,CCT2,True
1880,VRK2,CCT4,True
1881,VRK2,LNX1,True
1882,VRK2,MAPK8IP1,True
1883,VRK2,MAPK8IP2,True
1884,VRK2,RBX1,True
1885,WNT7B,CUL3,True
1886,XPNPEP1,DISC1,True
1887,XRCC6,TCF4,True
1888,XRN2,DISC1,True
1889,YBX1,SLC6A4,True
1890,YWHAE,DISC1,True
1891,YWHAG,DISC1,True
1892,YWHAG,MPHOSPH9,True
1893,YWHAQ,DISC1,True
1894,YWHAZ,DISC1,True
1895,YWHAZ,MPHOSPH9,True
1896,ZDHHC17,OTUD7B,True
1897,ZDHHC17,TMTC1,True
1898,ZNF197,DISC1,True
1899,ZNF365,DISC1,True
1900,ZNF490,DTNBP1,True
